Z,A,E0,ThetaDeg,nu,cross,error,dataSet
6,12,1.204,19.01,0.6321,12650.8,279.614,-1
6,12,1.204,19.01,0.64414,12904.2,282.401,-1
6,12,1.204,19.01,0.65618,11989.5,272.208,-1
6,12,1.204,19.01,0.66822,12521,278.176,-1
6,12,1.204,19.01,0.68026,12966,283.076,-1
6,12,1.204,19.01,0.6923,12638.5,279.478,-1
6,12,1.204,19.01,0.70434,12910.4,282.468,-1
6,12,1.204,19.01,0.71638,13126.7,284.825,-1
6,12,1.204,19.01,0.72842,13071.1,284.221,-1
6,12,1.204,19.01,0.74046,13231.7,285.962,-1
6,12,1.204,19.01,0.7525,12453,277.42,-1
6,12,1.204,19.01,0.76454,12978.4,283.211,-1
6,12,1.204,19.01,0.77658,12768.2,280.909,-1
6,12,1.204,19.01,0.78862,13293.5,286.629,-1
6,12,1.204,19.01,0.80066,12990.7,283.346,-1
6,12,1.204,19.01,0.8127,12539.6,278.382,-1
6,12,1.204,19.01,0.82474,12978.4,283.211,-1
6,12,1.204,19.01,0.83678,12564.3,278.657,-1
6,12,1.204,19.01,0.84882,12471.6,277.627,-1
6,12,1.204,19.01,0.86086,12057.5,272.979,-1
6,12,1.204,19.01,0.8729,12348,276.247,-1
6,12,1.204,19.01,0.88494,11711.4,269.033,-1
6,12,1.204,19.01,0.89698,11915.4,271.365,-1
6,12,1.204,19.01,0.90902,11322.1,264.523,-1
6,12,1.204,19.01,0.92106,11099.6,261.911,-1
6,12,1.204,19.01,0.9331,10945.1,260.082,-1
6,12,1.204,19.01,0.94514,11037.8,261.181,-1
6,12,1.204,19.01,0.95718,10858.6,259.052,-1
6,12,1.204,19.01,0.96922,10833.8,258.757,-1
6,12,1.204,19.01,0.98126,10574.3,255.638,-1
6,12,1.204,19.01,0.9933,10215.8,251.268,-1
6,12,1.204,19.01,1.00534,9665.79,244.41,-1
6,12,1.204,19.01,1.01738,9474.2,241.976,-1
6,12,1.204,19.01,1.02942,8349.41,227.158,-1
6,12,1.204,19.01,1.04146,5895.88,190.886,-1
6,12,1.204,19.01,1.0535,3695.74,151.13,-1
6,12,1.204,19.01,1.06554,1421.44,93.7269,-1
6,12,1.204,19.01,1.07758,12.3603,8.74008,-1
6,12,1.204,19.01,1.08962,0,0,-1
6,12,1.204,19.01,1.10166,0,0,-1
6,12,1.204,19.01,1.1137,0,0,-1
6,12,1.204,19.01,1.12574,0,0,-1
6,12,1.204,19.01,1.13778,0,0,-1
6,12,1.204,19.01,1.14982,0,0,-1
6,12,1.204,19.01,1.16186,0,0,-1
6,12,1.204,19.01,1.1739,0,0,-1
6,12,1.204,19.01,1.18594,0,0,-1
6,12,1.204,22.01,0.00602,338.408,42.6353,-1
6,12,1.204,22.01,0.01806,3743.97,141.813,-1
6,12,1.204,22.01,0.0301,9743.99,228.78,-1
6,12,1.204,22.01,0.04214,17983.9,310.808,-1
6,12,1.204,22.01,0.05418,27915.9,387.236,-1
6,12,1.204,22.01,0.06622,38046.7,452.073,-1
6,12,1.204,22.01,0.07826,48311.7,509.42,-1
6,12,1.204,22.01,0.0903,54290.2,540.021,-1
6,12,1.204,22.01,0.10234,58249.1,559.364,-1
6,12,1.204,22.01,0.11438,59226.7,564.038,-1
6,12,1.204,22.01,0.12642,57942.9,557.892,-1
6,12,1.204,22.01,0.13846,53935.7,538.255,-1
6,12,1.204,22.01,0.1505,49235.6,514.268,-1
6,12,1.204,22.01,0.16254,43853.3,485.346,-1
6,12,1.204,22.01,0.17458,37133.5,446.614,-1
6,12,1.204,22.01,0.18662,32621.4,418.602,-1
6,12,1.204,22.01,0.19866,26374.3,376.392,-1
6,12,1.204,22.01,0.2107,23554.2,355.7,-1
6,12,1.204,22.01,0.22274,18832.7,318.057,-1
6,12,1.204,22.01,0.23478,16834.4,300.711,-1
6,12,1.204,22.01,0.24682,15448.6,288.067,-1
6,12,1.204,22.01,0.25886,14906,282.964,-1
6,12,1.204,22.01,0.2709,13799.5,272.259,-1
6,12,1.204,22.01,0.28294,13955.3,273.791,-1
6,12,1.204,22.01,0.29498,13353.7,267.824,-1
6,12,1.204,22.01,0.30702,12945.4,263.699,-1
6,12,1.204,22.01,0.31906,13321.4,267.501,-1
6,12,1.204,22.01,0.3311,13923.1,273.475,-1
6,12,1.204,22.01,0.34314,14761,281.584,-1
6,12,1.204,22.01,0.35518,15104.8,284.844,-1
6,12,1.204,22.01,0.36722,16173.7,294.751,-1
6,12,1.204,22.01,0.37926,17017.1,302.338,-1
6,12,1.204,22.01,0.3913,17049.3,302.624,-1
6,12,1.204,22.01,0.40334,17833.5,309.506,-1
6,12,1.204,22.01,0.41538,18354.6,313.994,-1
6,12,1.204,22.01,0.42742,18220.3,312.844,-1
6,12,1.204,22.01,0.43946,17747.6,308.759,-1
6,12,1.204,22.01,0.4515,17495.1,306.555,-1
6,12,1.204,22.01,0.46354,16222.1,295.191,-1
6,12,1.204,22.01,0.47558,16291.9,295.826,-1
6,12,1.204,22.01,0.48762,14594.5,279.991,-1
6,12,1.204,22.01,0.49966,14492.4,279.01,-1
6,12,1.204,22.01,0.5117,13568.5,269.97,-1
6,12,1.204,22.01,0.52374,13273.1,267.015,-1
6,12,1.204,22.01,0.53578,12155.8,255.53,-1
6,12,1.204,22.01,0.54782,11726.1,250.973,-1
6,12,1.204,22.01,0.55986,11409.2,247.558,-1
6,12,1.204,22.01,0.5719,10023.3,232.036,-1
6,12,1.204,22.01,0.58394,10125.4,233.214,-1
6,12,1.204,22.01,0.59598,9265.92,223.097,-1
6,12,1.204,22.01,0.60802,9448.55,225.285,-1
6,12,1.204,22.01,0.62006,9271.29,223.162,-1
6,12,1.204,22.01,0.6321,8798.6,217.398,-1
6,12,1.204,22.01,0.64414,8669.68,215.8,-1
6,12,1.204,22.01,0.65618,8755.62,216.867,-1
6,12,1.204,22.01,0.66822,8315.16,211.342,-1
6,12,1.204,22.01,0.68026,8637.45,215.398,-1
6,12,1.204,22.01,0.6923,8707.28,216.267,-1
6,12,1.204,22.01,0.70434,8685.79,216,-1
6,12,1.204,22.01,0.71638,8820.08,217.664,-1
6,12,1.204,22.01,0.72842,8836.2,217.862,-1
6,12,1.204,22.01,0.74046,8997.34,219.84,-1
6,12,1.204,22.01,0.7525,9104.78,221.149,-1
6,12,1.204,22.01,0.76454,9400.21,224.708,-1
6,12,1.204,22.01,0.77658,9631.19,227.452,-1
6,12,1.204,22.01,0.78862,9561.36,226.626,-1
6,12,1.204,22.01,0.80066,9539.87,226.371,-1
6,12,1.204,22.01,0.8127,9002.72,219.906,-1
6,12,1.204,22.01,0.82474,9206.83,222.385,-1
6,12,1.204,22.01,0.83678,9056.43,220.561,-1
6,12,1.204,22.01,0.84882,8562.25,214.459,-1
6,12,1.204,22.01,0.86086,8803.97,217.465,-1
6,12,1.204,22.01,0.8729,8648.19,215.532,-1
6,12,1.204,22.01,0.88494,8610.59,215.063,-1
6,12,1.204,22.01,0.89698,8320.53,211.41,-1
6,12,1.204,22.01,0.90902,8116.41,208.801,-1
6,12,1.204,22.01,0.92106,8395.73,212.363,-1
6,12,1.204,22.01,0.9331,8025.09,207.623,-1
6,12,1.204,22.01,0.94514,8035.84,207.762,-1
6,12,1.204,22.01,0.95718,8084.18,208.386,-1
6,12,1.204,22.01,0.96922,7042.1,194.492,-1
6,12,1.204,22.01,0.98126,7337.54,198.529,-1
6,12,1.204,22.01,0.9933,7380.51,199.11,-1
6,12,1.204,22.01,1.00534,6972.27,193.525,-1
6,12,1.204,22.01,1.01738,6832.61,191.577,-1
6,12,1.204,22.01,1.02942,6494.2,186.772,-1
6,12,1.204,22.01,1.04146,6386.77,185.221,-1
6,12,1.204,22.01,1.0535,6010.76,179.686,-1
6,12,1.204,22.01,1.06554,6005.39,179.606,-1
6,12,1.204,22.01,1.07758,5102.97,165.562,-1
6,12,1.204,22.01,1.08962,2632.06,118.904,-1
6,12,1.204,22.01,1.10166,461.953,49.8137,-1
6,12,1.204,22.01,1.1137,0,0,-1
6,12,1.204,22.01,1.12574,0,0,-1
6,12,1.204,22.01,1.13778,0,0,-1
6,12,1.204,22.01,1.14982,0,0,-1
6,12,1.204,22.01,1.16186,0,0,-1
6,12,1.204,22.01,1.1739,0,0,-1
6,12,1.204,22.01,1.18594,0,0,-1
6,12,1.204,28.01,0.00602,0,0,-1
6,12,1.204,28.01,0.01806,60.0121,16.0389,-1
6,12,1.204,28.01,0.0301,291.487,35.348,-1
6,12,1.204,28.01,0.04214,720.145,55.5604,-1
6,12,1.204,28.01,0.05418,1487.44,79.8501,-1
6,12,1.204,28.01,0.06622,2233.31,97.843,-1
6,12,1.204,28.01,0.07826,3682.17,125.634,-1
6,12,1.204,28.01,0.0903,5173.9,148.924,-1
6,12,1.204,28.01,0.10234,7227.17,176.011,-1
6,12,1.204,28.01,0.11438,9649.09,203.375,-1
6,12,1.204,28.01,0.12642,11222.3,219.329,-1
6,12,1.204,28.01,0.13846,13374.1,239.435,-1
6,12,1.204,28.01,0.1505,14128.6,246.096,-1
6,12,1.204,28.01,0.16254,15028.7,253.815,-1
6,12,1.204,28.01,0.17458,15050.2,253.996,-1
6,12,1.204,28.01,0.18662,14325.7,247.807,-1
6,12,1.204,28.01,0.19866,13854.2,243.695,-1
6,12,1.204,28.01,0.2107,13335.5,239.09,-1
6,12,1.204,28.01,0.22274,12285.3,229.482,-1
6,12,1.204,28.01,0.23478,11303.7,220.123,-1
6,12,1.204,28.01,0.24682,9983.44,206.869,-1
6,12,1.204,28.01,0.25886,8950.37,195.874,-1
6,12,1.204,28.01,0.2709,8007.33,185.267,-1
6,12,1.204,28.01,0.28294,7124.29,174.754,-1
6,12,1.204,28.01,0.29498,6807.09,170.819,-1
6,12,1.204,28.01,0.30702,6129.81,162.098,-1
6,12,1.204,28.01,0.31906,6026.93,160.732,-1
6,12,1.204,28.01,0.3311,5761.16,157.149,-1
6,12,1.204,28.01,0.34314,5572.55,154.555,-1
6,12,1.204,28.01,0.35518,5679.72,156.034,-1
6,12,1.204,28.01,0.36722,5632.56,155.385,-1
6,12,1.204,28.01,0.37926,5821.17,157.965,-1
6,12,1.204,28.01,0.3913,6125.52,162.042,-1
6,12,1.204,28.01,0.40334,6712.78,169.632,-1
6,12,1.204,28.01,0.41538,6682.77,169.252,-1
6,12,1.204,28.01,0.42742,7261.46,176.428,-1
6,12,1.204,28.01,0.43946,7304.33,176.948,-1
6,12,1.204,28.01,0.4515,7591.53,180.393,-1
6,12,1.204,28.01,0.46354,7394.35,178.035,-1
6,12,1.204,28.01,0.47558,7582.96,180.291,-1
6,12,1.204,28.01,0.48762,7394.35,178.035,-1
6,12,1.204,28.01,0.49966,7235.74,176.115,-1
6,12,1.204,28.01,0.5117,7094.29,174.385,-1
6,12,1.204,28.01,0.52374,6618.48,168.436,-1
6,12,1.204,28.01,0.53578,6468.45,166.516,-1
6,12,1.204,28.01,0.54782,6382.71,165.409,-1
6,12,1.204,28.01,0.55986,5786.88,157.499,-1
6,12,1.204,28.01,0.5719,5563.98,154.436,-1
6,12,1.204,28.01,0.58394,5456.81,152.941,-1
6,12,1.204,28.01,0.59598,5156.75,148.677,-1
6,12,1.204,28.01,0.60802,4942.42,145.554,-1
6,12,1.204,28.01,0.62006,4745.24,142.621,-1
6,12,1.204,28.01,0.6321,4603.78,140.479,-1
6,12,1.204,28.01,0.64414,4406.6,137.438,-1
6,12,1.204,28.01,0.65618,4209.42,134.328,-1
6,12,1.204,28.01,0.66822,4359.45,136.701,-1
6,12,1.204,28.01,0.68026,4496.62,138.835,-1
6,12,1.204,28.01,0.6923,4303.72,135.824,-1
6,12,1.204,28.01,0.70434,4338.02,136.364,-1
6,12,1.204,28.01,0.71638,4359.45,136.701,-1
6,12,1.204,28.01,0.72842,4350.88,136.566,-1
6,12,1.204,28.01,0.74046,4608.07,140.545,-1
6,12,1.204,28.01,0.7525,4603.78,140.479,-1
6,12,1.204,28.01,0.76454,4698.09,141.911,-1
6,12,1.204,28.01,0.77658,4749.53,142.686,-1
6,12,1.204,28.01,0.78862,4873.84,144.541,-1
6,12,1.204,28.01,0.80066,4788.11,143.264,-1
6,12,1.204,28.01,0.8127,5045.3,147.061,-1
6,12,1.204,28.01,0.82474,5011.01,146.561,-1
6,12,1.204,28.01,0.83678,4830.97,143.904,-1
6,12,1.204,28.01,0.84882,5212.48,149.478,-1
6,12,1.204,28.01,0.86086,4929.56,145.365,-1
6,12,1.204,28.01,0.8729,5083.88,147.623,-1
6,12,1.204,28.01,0.88494,4689.52,141.781,-1
6,12,1.204,28.01,0.89698,5071.02,147.436,-1
6,12,1.204,28.01,0.90902,4938.14,145.491,-1
6,12,1.204,28.01,0.92106,5053.87,147.186,-1
6,12,1.204,28.01,0.9331,4805.25,143.52,-1
6,12,1.204,28.01,0.94514,4938.14,145.491,-1
6,12,1.204,28.01,0.95718,4633.79,140.937,-1
6,12,1.204,28.01,0.96922,4603.78,140.479,-1
6,12,1.204,28.01,0.98126,4565.21,139.89,-1
6,12,1.204,28.01,0.9933,4102.25,132.607,-1
6,12,1.204,28.01,1.00534,4230.85,134.67,-1
6,12,1.204,28.01,1.01738,4033.67,131.494,-1
6,12,1.204,28.01,1.02942,4093.68,132.468,-1
6,12,1.204,28.01,1.04146,4106.54,132.676,-1
6,12,1.204,28.01,1.0535,3733.61,126.509,-1
6,12,1.204,28.01,1.06554,3716.46,126.218,-1
6,12,1.204,28.01,1.07758,3502.13,122.524,-1
6,12,1.204,28.01,1.08962,3309.24,119.102,-1
6,12,1.204,28.01,1.10166,3073.48,114.781,-1
6,12,1.204,28.01,1.1137,2957.74,112.599,-1
6,12,1.204,28.01,1.12574,2580.52,105.174,-1
6,12,1.204,28.01,1.13778,591.548,50.3559,-1
6,12,1.204,28.01,1.14982,0,0,-1
6,12,1.204,28.01,1.16186,0,0,-1
6,12,1.204,28.01,1.1739,0,0,-1
6,12,1.204,28.01,1.18594,0,0,-1
6,12,1.204,45,0.00301,0,0,-1
6,12,1.204,45,0.00903,0,0,-1
6,12,1.204,45,0.01505,0,0,-1
6,12,1.204,45,0.02107,0,0,-1
6,12,1.204,45,0.02709,0,0,-1
6,12,1.204,45,0.03311,0,0,-1
6,12,1.204,45,0.03913,0,0,-1
6,12,1.204,45,0.04515,0,0,-1
6,12,1.204,45,0.05117,0,0,-1
6,12,1.204,45,0.05719,0,0,-1
6,12,1.204,45,0.06321,0,0,-1
6,12,1.204,45,0.06923,0,0,-1
6,12,1.204,45,0.07525,0,0,-1
6,12,1.204,45,0.08127,0,0,-1
6,12,1.204,45,0.08729,0,0,-1
6,12,1.204,45,0.09331,0,0,-1
6,12,1.204,45,0.09933,0,0,-1
6,12,1.204,45,0.10535,5.69387,5.69387,-1
6,12,1.204,45,0.11137,0,0,-1
6,12,1.204,45,0.11739,0,0,-1
6,12,1.204,45,0.12341,11.3877,8.05235,-1
6,12,1.204,45,0.12943,0,0,-1
6,12,1.204,45,0.13545,11.3877,8.05235,-1
6,12,1.204,45,0.14147,0,0,-1
6,12,1.204,45,0.14749,5.69387,5.69387,-1
6,12,1.204,45,0.15351,11.3877,8.05235,-1
6,12,1.204,45,0.15953,22.7755,11.3877,-1
6,12,1.204,45,0.16555,5.69387,5.69387,-1
6,12,1.204,45,0.17157,17.0816,9.86207,-1
6,12,1.204,45,0.17759,39.8571,15.0646,-1
6,12,1.204,45,0.18361,34.1632,13.9471,-1
6,12,1.204,45,0.18963,68.3264,19.7241,-1
6,12,1.204,45,0.19565,91.1019,22.7755,-1
6,12,1.204,45,0.20167,136.653,27.8941,-1
6,12,1.204,45,0.20769,102.49,24.157,-1
6,12,1.204,45,0.21371,119.571,26.0926,-1
6,12,1.204,45,0.21973,125.265,26.7066,-1
6,12,1.204,45,0.22575,216.367,35.0994,-1
6,12,1.204,45,0.23177,239.143,36.9005,-1
6,12,1.204,45,0.23779,261.918,38.6177,-1
6,12,1.204,45,0.24381,324.551,42.9878,-1
6,12,1.204,45,0.24983,444.122,50.2869,-1
6,12,1.204,45,0.25585,432.734,49.638,-1
6,12,1.204,45,0.26187,427.04,49.3104,-1
6,12,1.204,45,0.26789,444.122,50.2869,-1
6,12,1.204,45,0.27391,512.448,54.0168,-1
6,12,1.204,45,0.27993,489.673,52.8028,-1
6,12,1.204,45,0.28595,637.713,60.2582,-1
6,12,1.204,45,0.29197,666.183,61.5886,-1
6,12,1.204,45,0.29799,637.713,60.2582,-1
6,12,1.204,45,0.30401,785.754,66.8878,-1
6,12,1.204,45,0.31003,757.285,65.6649,-1
6,12,1.204,45,0.31605,928.101,72.6945,-1
6,12,1.204,45,0.32207,871.162,70.4293,-1
6,12,1.204,45,0.32809,871.162,70.4293,-1
6,12,1.204,45,0.33411,973.652,74.457,-1
6,12,1.204,45,0.34013,871.162,70.4293,-1
6,12,1.204,45,0.34615,967.958,74.239,-1
6,12,1.204,45,0.35217,950.876,73.581,-1
6,12,1.204,45,0.35819,962.264,74.0203,-1
6,12,1.204,45,0.36421,950.876,73.581,-1
6,12,1.204,45,0.37023,945.182,73.3604,-1
6,12,1.204,45,0.37625,1059.06,77.654,-1
6,12,1.204,45,0.38227,950.876,73.581,-1
6,12,1.204,45,0.38829,967.958,74.239,-1
6,12,1.204,45,0.39431,1041.98,77.0252,-1
6,12,1.204,45,0.40033,859.774,69.9674,-1
6,12,1.204,45,0.40635,871.162,70.4293,-1
6,12,1.204,45,0.41237,819.917,68.3264,-1
6,12,1.204,45,0.41839,916.713,72.2471,-1
6,12,1.204,45,0.42441,854.08,69.7354,-1
6,12,1.204,45,0.43043,808.529,67.8503,-1
6,12,1.204,45,0.43645,933.795,72.9171,-1
6,12,1.204,45,0.44247,967.958,74.239,-1
6,12,1.204,45,0.44849,780.06,66.645,-1
6,12,1.204,45,0.45451,785.754,66.8878,-1
6,12,1.204,45,0.46053,700.346,63.1481,-1
6,12,1.204,45,0.46655,694.652,62.8908,-1
6,12,1.204,45,0.47257,911.019,72.0224,-1
6,12,1.204,45,0.47859,740.203,64.9201,-1
6,12,1.204,45,0.48461,780.06,66.645,-1
6,12,1.204,45,0.49063,819.917,68.3264,-1
6,12,1.204,45,0.49665,905.325,71.797,-1
6,12,1.204,45,0.50267,757.285,65.6649,-1
6,12,1.204,45,0.50869,836.999,69.0345,-1
6,12,1.204,45,0.51471,865.468,70.1987,-1
6,12,1.204,45,0.52073,990.733,75.1073,-1
6,12,1.204,45,0.52675,854.08,69.7354,-1
6,12,1.204,45,0.53277,893.937,71.344,-1
6,12,1.204,45,0.53879,979.346,74.6744,-1
6,12,1.204,45,0.54481,1036.28,76.8145,-1
6,12,1.204,45,0.55083,956.57,73.801,-1
6,12,1.204,45,0.55685,933.795,72.9171,-1
6,12,1.204,45,0.56287,956.57,73.801,-1
6,12,1.204,45,0.56889,1007.81,75.752,-1
6,12,1.204,45,0.57491,1076.14,78.2778,-1
6,12,1.204,45,0.58093,1076.14,78.2778,-1
6,12,1.204,45,0.58695,1059.06,77.654,-1
6,12,1.204,45,0.59297,1144.47,80.7245,-1
6,12,1.204,45,0.59899,1258.35,84.6455,-1
6,12,1.204,45,0.60501,985.039,74.8912,-1
6,12,1.204,45,0.61103,996.427,75.3228,-1
6,12,1.204,45,0.61705,1076.14,78.2778,-1
6,12,1.204,45,0.62307,1138.77,80.5235,-1
6,12,1.204,45,0.62909,1041.98,77.0252,-1
6,12,1.204,45,0.63511,1104.61,79.3064,-1
6,12,1.204,45,0.64113,945.182,73.3604,-1
6,12,1.204,45,0.64715,990.733,75.1073,-1
6,12,1.204,45,0.65317,1064.75,77.8625,-1
6,12,1.204,45,0.65919,1047.67,77.2354,-1
6,12,1.204,45,0.66521,939.488,73.1391,-1
6,12,1.204,45,0.67123,1007.81,75.752,-1
6,12,1.204,45,0.67725,945.182,73.3604,-1
6,12,1.204,45,0.68327,973.652,74.457,-1
6,12,1.204,45,0.68929,973.652,74.457,-1
6,12,1.204,45,0.69531,985.039,74.8912,-1
6,12,1.204,45,0.70133,899.631,71.5708,-1
6,12,1.204,45,0.70735,945.182,73.3604,-1
6,12,1.204,45,0.71337,1041.98,77.0252,-1
6,12,1.204,45,0.71939,905.325,71.797,-1
6,12,1.204,45,0.72541,956.57,73.801,-1
6,12,1.204,45,0.73143,1036.28,76.8145,-1
6,12,1.204,45,0.73745,791.448,67.1297,-1
6,12,1.204,45,0.74347,876.856,70.6591,-1
6,12,1.204,45,0.74949,939.488,73.1391,-1
6,12,1.204,45,0.75551,836.999,69.0345,-1
6,12,1.204,45,0.76153,973.652,74.457,-1
6,12,1.204,45,0.76755,990.733,75.1073,-1
6,12,1.204,45,0.77357,905.325,71.797,-1
6,12,1.204,45,0.77959,933.795,72.9171,-1
6,12,1.204,45,0.78561,1059.06,77.654,-1
6,12,1.204,45,0.79163,842.693,69.2689,-1
6,12,1.204,45,0.79765,916.713,72.2471,-1
6,12,1.204,45,0.80367,1121.69,79.9173,-1
6,12,1.204,45,0.80969,950.876,73.581,-1
6,12,1.204,45,0.81571,1081.84,78.4846,-1
6,12,1.204,45,0.82173,865.468,70.1987,-1
6,12,1.204,45,0.82775,1030.59,76.6032,-1
6,12,1.204,45,0.83377,1150.16,80.9251,-1
6,12,1.204,45,0.83979,1098.92,79.1018,-1
6,12,1.204,45,0.84581,1207.1,82.904,-1
6,12,1.204,45,0.85183,945.182,73.3604,-1
6,12,1.204,45,0.85785,1104.61,79.3064,-1
6,12,1.204,45,0.86387,1155.86,81.1252,-1
6,12,1.204,45,0.86989,1110.3,79.5106,-1
6,12,1.204,45,0.87591,1360.83,88.0251,-1
6,12,1.204,45,0.88193,1229.88,83.6824,-1
6,12,1.204,45,0.88795,1167.24,81.5238,-1
6,12,1.204,45,0.89397,1429.16,90.2079,-1
6,12,1.204,45,0.89999,1406.39,89.4862,-1
6,12,1.204,45,0.90601,1264.04,84.8367,-1
6,12,1.204,45,0.91203,1320.98,86.7264,-1
6,12,1.204,45,0.91805,1360.83,88.0251,-1
6,12,1.204,45,0.92407,1229.88,83.6824,-1
6,12,1.204,45,0.93009,1469.02,91.4571,-1
6,12,1.204,45,0.93611,1611.37,95.7857,-1
6,12,1.204,45,0.94213,1400.69,89.3049,-1
6,12,1.204,45,0.94815,1520.26,93.0386,-1
6,12,1.204,45,0.95417,1457.63,91.1019,-1
6,12,1.204,45,0.96019,1463.32,91.2797,-1
6,12,1.204,45,0.96621,1639.83,96.6282,-1
6,12,1.204,45,0.97223,1497.49,92.339,-1
6,12,1.204,45,0.97825,1588.59,95.1064,-1
6,12,1.204,45,0.98427,1349.45,87.656,-1
6,12,1.204,45,0.99029,1360.83,88.0251,-1
6,12,1.204,45,0.99631,1565.81,94.4221,-1
6,12,1.204,45,1.00233,1503.18,92.5144,-1
6,12,1.204,45,1.00835,1480.41,91.8109,-1
6,12,1.204,45,1.01437,1446.24,90.7453,-1
6,12,1.204,45,1.02039,1383.61,88.7586,-1
6,12,1.204,45,1.02641,1486.1,91.9873,-1
6,12,1.204,45,1.03243,1531.65,93.3864,-1
6,12,1.204,45,1.03845,1281.12,85.408,-1
6,12,1.204,45,1.04447,1508.88,92.6895,-1
6,12,1.204,45,1.05049,1605.67,95.6163,-1
6,12,1.204,45,1.05651,1338.06,87.2854,-1
6,12,1.204,45,1.06253,1497.49,92.339,-1
6,12,1.204,45,1.06855,1520.26,93.0386,-1
6,12,1.204,45,1.07457,1338.06,87.2854,-1
6,12,1.204,45,1.08059,1491.79,92.1633,-1
6,12,1.204,45,1.08661,1417.77,89.8477,-1
6,12,1.204,45,1.09263,1269.73,85.0276,-1
6,12,1.204,45,1.09865,1195.71,82.512,-1
6,12,1.204,45,1.10467,1241.26,84.069,-1
6,12,1.204,45,1.11069,1098.92,79.1018,-1
6,12,1.204,45,1.11671,1201.41,82.7082,-1
6,12,1.204,45,1.12273,1093.22,78.8966,-1
6,12,1.204,45,1.12875,1138.77,80.5235,-1
6,12,1.204,45,1.13477,1041.98,77.0252,-1
6,12,1.204,45,1.14079,1070.45,78.0704,-1
6,12,1.204,45,1.14681,1024.9,76.3913,-1
6,12,1.204,45,1.15283,1047.67,77.2354,-1
6,12,1.204,45,1.15885,899.631,71.5708,-1
6,12,1.204,45,1.16487,1041.98,77.0252,-1
6,12,1.204,45,1.17089,865.468,70.1987,-1
6,12,1.204,45,1.17691,233.449,36.4586,-1
6,12,1.204,45,1.18293,0,0,-1
6,12,1.204,45,1.18895,0,0,-1
6,12,1.204,45,1.19497,0,0,-1
6,12,1.204,55,0.00301,0,0,-1
6,12,1.204,55,0.00903,0,0,-1
6,12,1.204,55,0.01505,0,0,-1
6,12,1.204,55,0.02107,0,0,-1
6,12,1.204,55,0.02709,0,0,-1
6,12,1.204,55,0.03311,0,0,-1
6,12,1.204,55,0.03913,0,0,-1
6,12,1.204,55,0.04515,0,0,-1
6,12,1.204,55,0.05117,0,0,-1
6,12,1.204,55,0.05719,0,0,-1
6,12,1.204,55,0.06321,0,0,-1
6,12,1.204,55,0.06923,0,0,-1
6,12,1.204,55,0.07525,0,0,-1
6,12,1.204,55,0.08127,0,0,-1
6,12,1.204,55,0.08729,0,0,-1
6,12,1.204,55,0.09331,0,0,-1
6,12,1.204,55,0.09933,0,0,-1
6,12,1.204,55,0.10535,0,0,-1
6,12,1.204,55,0.11137,0,0,-1
6,12,1.204,55,0.11739,0,0,-1
6,12,1.204,55,0.12341,0,0,-1
6,12,1.204,55,0.12943,0,0,-1
6,12,1.204,55,0.13545,0,0,-1
6,12,1.204,55,0.14147,0,0,-1
6,12,1.204,55,0.14749,0,0,-1
6,12,1.204,55,0.15351,0,0,-1
6,12,1.204,55,0.15953,0,0,-1
6,12,1.204,55,0.16555,0,0,-1
6,12,1.204,55,0.17157,0,0,-1
6,12,1.204,55,0.17759,0,0,-1
6,12,1.204,55,0.18361,0,0,-1
6,12,1.204,55,0.18963,0,0,-1
6,12,1.204,55,0.19565,0,0,-1
6,12,1.204,55,0.20167,0,0,-1
6,12,1.204,55,0.20769,0,0,-1
6,12,1.204,55,0.21371,0,0,-1
6,12,1.204,55,0.21973,9.8301,6.95093,-1
6,12,1.204,55,0.22575,0,0,-1
6,12,1.204,55,0.23177,0,0,-1
6,12,1.204,55,0.23779,4.91505,4.91505,-1
6,12,1.204,55,0.24381,0,0,-1
6,12,1.204,55,0.24983,9.8301,6.95093,-1
6,12,1.204,55,0.25585,0,0,-1
6,12,1.204,55,0.26187,9.8301,6.95093,-1
6,12,1.204,55,0.26789,4.91505,4.91505,-1
6,12,1.204,55,0.27391,24.5753,10.9904,-1
6,12,1.204,55,0.27993,19.6602,9.8301,-1
6,12,1.204,55,0.28595,24.5753,10.9904,-1
6,12,1.204,55,0.29197,19.6602,9.8301,-1
6,12,1.204,55,0.29799,34.4054,13.004,-1
6,12,1.204,55,0.30401,39.3204,13.9019,-1
6,12,1.204,55,0.31003,63.8957,17.7215,-1
6,12,1.204,55,0.31605,49.1505,15.5428,-1
6,12,1.204,55,0.32207,58.9806,17.0262,-1
6,12,1.204,55,0.32809,68.8107,18.3904,-1
6,12,1.204,55,0.33411,58.9806,17.0262,-1
6,12,1.204,55,0.34013,93.386,21.4242,-1
6,12,1.204,55,0.34615,142.536,26.4684,-1
6,12,1.204,55,0.35217,162.197,28.2348,-1
6,12,1.204,55,0.35819,147.452,26.9208,-1
6,12,1.204,55,0.36421,132.706,25.5394,-1
6,12,1.204,55,0.37023,132.706,25.5394,-1
6,12,1.204,55,0.37625,181.857,29.8971,-1
6,12,1.204,55,0.38227,196.602,31.0855,-1
6,12,1.204,55,0.38829,172.027,29.0778,-1
6,12,1.204,55,0.39431,181.857,29.8971,-1
6,12,1.204,55,0.40033,299.818,38.3878,-1
6,12,1.204,55,0.40635,299.818,38.3878,-1
